PLAN_ID,PARTY_ID,ID_PILAR,PROYECTO,APROPIACION_DEFINITIVA,COMPROMISOS
27087,27165,27108,P32. Gesti贸n integral de la infraestructura f铆sica,"$ 19,751,207,210","$ 19,720,170,397"
27087,27166,27108,P33. Gesti贸n y sostenibilidad de recursos,$ -,$ -
27087,27190,27108,P34. Eficiencia en el uso de los recursos,"$ 53,424,771","$ 33,393,950"
27087,27192,27108,P35. Gesti贸n del Desarrollo Humano,"$ 543,692,981","$ 525,727,628"
27087,27207,27108,P36. Modernizaci贸n y Desarrollo Organizacional,"$ 11,050,844","$ 6,018,022"
27087,27208,27108,P37. Consolidaci贸n de los Sistemas de Gesti贸n,"$ 41,598,770","$ 41,598,770"
27087,27209,27108,P38. Transparencia gobernanza y legalidad,"$ 71,359,252","$ 71,002,252"
27087,27193,27108,P39. Gesti贸n de la Comunicaci贸n y Promoci贸n Institucional,$ -,$ -
27087,27210,27095,P40. Articulaci贸n de la pol铆tica de bienestar institucional,"$ 78,316,757","$ 78,260,648"
27087,27211,27095,P41. Implementaci贸n de la pol铆tica de Bienestar Institucional,"$ 190,449,195","$ 190,449,195"
27087,27213,27095,P42. Acompa帽amiento Integral e Inclusi贸n con enfoque diferencial para la calidad de vida y el bienestar institucional,"$ 977,483,523","$ 977,483,175"
27087,27214,27095,P43. Seguimiento al bienestar institucional calidad de vida e inclusi贸n en contextos universitarios,"$ 38,260,040","$ 38,190,940"
27087,27215,27095,P44. Cultura desarrollo humano y deporte universitario como estilo de vida UTP,"$ 377,730,337","$ 377,730,337"
27087,27216,27095,P45. Cr茅ditos de formaci贸n Vivencial,$ -,$ -
27087,27217,27095,P46. Gesti贸n para el fortalecimiento de la responsabilidad social el bienestar institucional y la calidad de vida,"$ 102,241,993","$ 101,927,235"
27087,27194,27095,P47. Protocolo log铆stica y eventos para la pertenencia los est铆mulos y el bienestar,"$ 83,591,308","$ 83,591,308"
28387,28413,28390,P1. Dise駉 y renovaci髇 curricular de los programas acad閙icos,"$ 34,305,270","$ 20,583,156"
28387,28414,28390,P2. Evaluaci髇 y aseguramiento de la calidad,"$ 62,294,528","$ 42,878,700"
28387,28415,28390,P3. Acceso e inserci髇 a la vida universitaria,"$ 37,510,000","$ 37,510,000"
28387,28416,28390,P4. Acompa馻miento y seguimiento acad閙ico,"$ 570,771,752","$ 369,854,400"
28387,28417,28390,P5. Formaci髇 docente: avanzada continua y permanente,"$ 644,225,390","$ 368,170,177"
28387,28418,28390,P6. Acompa馻miento al desarrollo del egresado,"$ 62,169,140","$ 62,111,360"
28387,28419,28390,P7. Vinculaci髇 de los egresados a los procesos institucionales,"$ 31,084,570","$ 31,055,680"
28387,28420,28390,P8. Aseguramiento de la infraestructura tecnologica para soportar los procesos de formaci髇 con TIC,"$ 14,485,489",$ 0
28387,28421,28390,P9. Desarrollo de Ecosistemas TIC enfocados a experiencias y ambientes educativos interactivos,"$ 8,791,000",$ 0
28387,28422,28390,P10. Formaci髇 Acad閙ica mediada por ambientes virtuales,"$ 24,262,547","$ 16,917,920"
28387,28423,28390,P11. Capacidad acad閙ica y administrativa que garantice la proyecci髇 de la Educaci髇 Superior con TIC,"$ 7,153,300","$ 4,288,500"
28387,28490,28392,P12. Fortalecimiento de la Investigaci髇 Institucional,"$ 1,699,829,911","$ 136,582,685"
28387,28491,28392,P13. Internacionalizaci髇 de la Investigaci髇 Innovaci髇 y Extensi髇,"$ 17,912,653","$ 5,000,000"
28387,28492,28392,P14. Fomento y Fortalecimiento de la Extensi髇 Universitaria,"$ 410,574,135","$ 167,361,864"
28387,28493,28392,P15. Promoci髇 comercializaci髇 y transferencia de capacidades institucionales a trav閟 de la prestaci髇 de Servicios de Extensi髇,"$ 47,406,020","$ 35,774,787"
28387,28494,28392,P16. Vinculaci髇 de los estudiantes en el entorno a trav閟 de las pr醕ticas universitarias,"$ 44,554,690","$ 35,353,830"
28387,28495,28392,P17. Consolidaci髇 de las capacidades institucionales para la Gesti髇 del conocimiento Innovaci髇 y Emprendimiento,"$ 299,845,795","$ 275,501,437"
28387,28496,28392,P19. Centro de innovaci髇 y desarrollo tecnol骻ico,$ 0,$ 0
28387,28497,28392,P20. Implementaci髇 del Centro de Desarrollo Tecnol骻ico con Enfoque en Agroindustria para el Departamento De Risaralda,$ 0,$ 0
28387,28591,28393,P21. Articulaci髇 interna para la participaci髇 en escenarios externos y el desarrollo profesional del egresado,"$ 118,824,320","$ 84,144,790"
28387,28593,28393,P22. Banco de proyectos para la gesti髇 institucional,"$ 75,510,334","$ 58,162,598"
28387,28594,28393,P23. UTP como territorio de paz convivencia ciudadan韆 y democracia,"$ 11,379,430","$ 1,610,800"
28387,28595,28393,P24. Ofertas acad閙icas gesti髇 de proyectos y alianzas para la ciudadan韆 la convivencia la democracia y la paz,"$ 46,032,835","$ 22,977,785"
28387,28596,28393,P25. Procesos de gesti髇 que aportan a la integraci髇 acad閙ica el desarrollo sostenible y la competitividad nacional,"$ 154,287,809","$ 124,152,589"
28387,28597,28393,P26. Movilizaci髇 social para la articulaci髇 de capacidades del territorio,"$ 160,923,068","$ 142,113,138"
28387,28598,28393,P27. Cooperaci髇 y movilidad nacional e internacional,"$ 87,432,334","$ 59,831,633"
28387,28599,28393,P28. Internacionalizaci髇 en casa,"$ 633,861,102","$ 152,016,841"
28387,28669,28394,P29. Sistema de Informaci髇 Institucional,"$ 1,456,769,401","$ 933,479,880"
28387,28670,28394,P30. Sostenibilidad de la Infraestructura Tecnol骻ica,"$ 6,805,433,113","$ 2,165,207,144"
28387,28671,28394,P31. Gesti髇 y sostenibilidad ambiental en el campus UTP,"$ 172,397,922","$ 158,812,957"
28387,28673,28394,P32. Gesti髇 integral de la infraestructura f韘ica,"$ 13,746,055,063","$ 2,568,273,280"
28387,28674,28394,P33. Gesti髇 y sostenibilidad de recursos,"$ 5,428,422",$ 0
28387,28676,28394,P34. Eficiencia en el uso de los recursos,"$ 54,254,255","$ 45,168,349"
28387,28677,28394,P35. Gesti髇 del Desarrollo Humano,"$ 583,931,024","$ 334,803,756"
28387,28678,28394,P36. Modernizaci髇 y Desarrollo Organizacional,"$ 70,620,511","$ 57,546,940"
28387,28679,28394,P37. Consolidaci髇 de los Sistemas de Gesti髇,"$ 44,461,727","$ 31,187,520"
28387,28680,28394,P38. Transparencia gobernanza y legalidad,"$ 65,275,754","$ 48,856,919"
28387,28681,28394,P39. Gesti髇 de la Comunicaci髇 y Promoci髇 Institucional,$ 0,$ 0
28387,28751,28395,P40. Articulaci髇 de la pol韙ica de bienestar institucional,"$ 88,865,204","$ 86,176,637"
28387,28752,28395,P41. Implementaci髇 de la pol韙ica de Bienestar Institucional,"$ 497,900,005","$ 393,345,004"
28387,28753,28395,P42. Acompa馻miento Integral e Inclusi髇 con enfoque diferencial para la calidad de vida y el bienestar institucional,"$ 642,058,471","$ 528,066,174"
28387,28754,28395,P43. Seguimiento al bienestar institucional calidad de vida e inclusi髇 en contextos universitarios,"$ 40,162,450","$ 36,000,000"
28387,28755,28395,P44. Cultura desarrollo humano y deporte universitario como estilo de vida UTP,"$ 374,548,005","$ 329,923,183"
28387,28756,28395,P46. Gesti髇 para el fortalecimiento de la responsabilidad social el bienestar institucional y la calidad de vida,"$ 125,685,221","$ 85,145,563"
28387,28757,28395,P47. Valores s韒bolos e identidad institucional,"$ 83,523,130","$ 39,634,147"
